order,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,saleprice,houseage,remodage,totalsf,totalbath,hasgarage,hasbasement,hasfireplace
2319,527108030,60,RL,50.0,13128,Pave,NoFeature,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1074.0,1074.0,GasA,5,Y,SBrkr,1074,990,0,2064,0.0,0.0,2,1,4,1,4,7,Typ,1,4,Attchd,2005.0,Fin,2.0,527.0,3,3,Y,0,119,0,0,0,0,0,NoFeature,NoFeature,0,1,2006,WD,Normal,250000,1,1,3138.0,2.5,1,1,1
2320,527108040,60,RL,72.0,10463,Pave,NoFeature,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,893.0,893.0,GasA,5,Y,SBrkr,901,900,0,1801,0.0,0.0,2,1,3,1,4,8,Typ,1,4,Attchd,2005.0,Fin,3.0,800.0,3,3,Y,0,116,0,0,0,0,0,NoFeature,NoFeature,0,6,2006,WD,Normal,239900,1,1,2694.0,2.5,1,1,1
2321,527108060,60,RL,42.0,13751,Pave,NoFeature,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248.0,4,3,PConc,4,3,Av,GLQ,60.0,Unf,0.0,1640.0,1700.0,GasA,5,Y,SBrkr,1700,512,0,2212,1.0,0.0,2,1,3,1,4,9,Typ,1,4,Attchd,2006.0,Fin,3.0,773.0,3,3,Y,237,38,0,0,115,0,0,NoFeature,NoFeature,0,5,2006,New,Partial,309000,1,0,3912.0,3.5,1,1,1
2322,527108090,60,RL,168.0,23257,Pave,NoFeature,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,5,4,No,Unf,0.0,Unf,0.0,868.0,868.0,GasA,5,Y,SBrkr,887,1134,0,2021,0.0,0.0,2,1,3,1,4,9,Typ,1,4,BuiltIn,2006.0,RFn,2.0,422.0,3,3,Y,0,100,0,0,0,0,0,NoFeature,NoFeature,0,9,2006,New,Partial,274725,0,0,2889.0,2.5,1,1,1
2323,527146135,160,RL,68.0,13108,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,1994,1994,Gable,CompShg,CemntBd,CmentBd,NoMasVnr,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,2062.0,2062.0,GasA,5,Y,SBrkr,2079,608,0,2687,0.0,0.0,2,1,4,1,4,9,Typ,0,0,Attchd,1994.0,Fin,2.0,618.0,3,3,Y,168,12,0,0,0,0,0,NoFeature,NoFeature,0,12,2006,WD,Normal,270000,12,12,4749.0,2.5,1,1,0
2324,527158020,20,RL,64.0,8076,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4,3,No,GLQ,705.0,Unf,0.0,455.0,1160.0,GasA,4,Y,SBrkr,1169,0,0,1169,0.0,1.0,2,0,3,1,3,6,Typ,1,3,Attchd,1993.0,Fin,2.0,402.0,3,3,Y,0,26,0,0,144,0,0,MnPrv,NoFeature,0,7,2006,WD,Normal,183500,13,12,2329.0,2.5,1,1,1
2325,527163020,60,RL,64.0,7685,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4,3,No,ALQ,518.0,Unf,0.0,179.0,697.0,GasA,4,Y,SBrkr,697,804,0,1501,0.0,0.0,2,1,3,1,4,6,Typ,1,3,Attchd,1993.0,Fin,2.0,420.0,3,3,Y,190,63,0,0,0,0,0,NoFeature,NoFeature,0,5,2006,WD,Normal,165600,13,12,2198.0,2.5,1,1,1
2326,527166030,60,RL,63.0,9084,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,935.0,935.0,GasA,4,Y,SBrkr,955,677,0,1632,0.0,0.0,2,1,3,1,3,8,Typ,1,3,Attchd,1998.0,Fin,2.0,462.0,3,3,Y,0,28,0,0,0,0,0,NoFeature,NoFeature,0,6,2006,WD,Normal,176500,8,8,2567.0,2.5,1,1,1
2327,527182020,120,RL,30.0,3701,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1987,1987,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,3,3,CBlock,4,3,No,Unf,0.0,Unf,0.0,1191.0,1191.0,GasA,3,Y,SBrkr,1204,0,0,1204,0.0,0.0,2,0,2,1,3,5,Typ,0,0,Attchd,1987.0,RFn,2.0,461.0,3,3,Y,120,70,0,0,0,0,0,NoFeature,NoFeature,0,8,2006,WD,Normal,130000,19,19,2395.0,2.0,1,1,0
2328,527190050,160,RL,44.0,5306,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,4,4,PConc,4,4,No,GLQ,495.0,Rec,215.0,354.0,1064.0,GasA,4,Y,SBrkr,1064,703,0,1767,1.0,0.0,2,0,2,1,4,5,Typ,1,3,Attchd,1987.0,RFn,2.0,504.0,4,3,Y,441,35,0,0,0,0,0,NoFeature,NoFeature,0,6,2006,WD,Normal,239000,19,19,2831.0,3.0,1,1,1
2329,527190220,120,RL,60.0,6563,Pave,NoFeature,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,4,3,PConc,4,3,Gd,GLQ,1148.0,Unf,0.0,594.0,1742.0,GasA,3,Y,SBrkr,1742,0,0,1742,1.0,0.0,2,0,2,1,4,5,Typ,1,3,Attchd,1985.0,RFn,2.0,564.0,3,3,Y,114,28,234,0,0,0,0,NoFeature,NoFeature,0,12,2006,WD,Normal,275000,21,21,3484.0,3.0,1,1,1
2330,527210030,60,RL,59.0,16023,Pave,NoFeature,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,600.0,4,5,PConc,5,3,Gd,GLQ,1218.0,Unf,0.0,180.0,1398.0,GasA,5,Y,SBrkr,1414,1384,0,2798,1.0,0.0,3,1,3,1,5,11,Typ,1,4,BuiltIn,2005.0,Fin,3.0,670.0,3,3,Y,182,37,0,0,0,0,0,NoFeature,NoFeature,0,3,2006,New,Partial,457347,1,0,4196.0,4.5,1,1,1
2331,527210040,60,RL,60.0,18062,Pave,NoFeature,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,662.0,5,3,PConc,5,3,Gd,Unf,0.0,Unf,0.0,1528.0,1528.0,GasA,5,Y,SBrkr,1528,1862,0,3390,0.0,0.0,3,1,5,1,5,10,Typ,1,5,BuiltIn,2006.0,Fin,3.0,758.0,3,3,Y,204,34,0,0,0,0,0,NoFeature,NoFeature,0,9,2006,New,Partial,545224,0,0,4918.0,3.5,1,1,1
2332,527210050,60,RL,63.0,12292,Pave,NoFeature,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,184.0,4,3,PConc,5,4,Gd,GLQ,205.0,Unf,0.0,889.0,1094.0,GasA,5,Y,SBrkr,1102,1371,0,2473,0.0,0.0,2,1,4,1,4,11,Typ,1,4,BuiltIn,2006.0,Fin,3.0,675.0,3,3,Y,246,39,0,0,0,0,0,NoFeature,NoFeature,0,7,2006,New,Partial,356383,0,0,3567.0,2.5,1,1,1
2333,527212030,60,RL,85.0,16056,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,4,3,PConc,5,3,Av,GLQ,240.0,Unf,0.0,1752.0,1992.0,GasA,5,Y,SBrkr,1992,876,0,2868,0.0,0.0,3,1,4,1,5,11,Typ,1,4,BuiltIn,2005.0,Fin,3.0,716.0,3,3,Y,214,108,0,0,0,0,0,NoFeature,NoFeature,0,7,2006,New,Partial,556581,1,0,4860.0,3.5,1,1,1
2334,527212040,60,RL,82.0,12438,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,5,3,PConc,5,4,No,Unf,0.0,Unf,0.0,1234.0,1234.0,GasA,5,Y,SBrkr,1264,1312,0,2576,0.0,0.0,2,1,4,1,5,10,Typ,1,4,BuiltIn,2006.0,Fin,3.0,666.0,3,3,Y,324,100,0,0,0,0,0,NoFeature,NoFeature,0,7,2006,New,Partial,361919,0,0,3810.0,2.5,1,1,1
2335,527214060,60,RL,82.0,16052,Pave,NoFeature,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,734.0,5,3,PConc,5,3,No,GLQ,1206.0,Unf,0.0,644.0,1850.0,GasA,5,Y,SBrkr,1850,848,0,2698,1.0,0.0,2,1,4,1,5,11,Typ,1,4,Attchd,2006.0,RFn,3.0,736.0,3,3,Y,250,0,0,0,0,0,0,NoFeature,NoFeature,0,7,2006,New,Partial,535000,0,0,4548.0,3.5,1,1,1
2336,527216010,60,RL,92.0,15922,Pave,NoFeature,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,550.0,4,3,PConc,5,3,Av,Unf,0.0,Unf,0.0,1390.0,1390.0,GasA,5,Y,SBrkr,1390,1405,0,2795,0.0,0.0,3,1,4,1,5,10,Typ,1,4,BuiltIn,2005.0,Fin,3.0,660.0,3,3,Y,272,102,0,0,0,0,0,NoFeature,NoFeature,0,1,2006,New,Partial,401179,1,0,4185.0,3.5,1,1,1
2337,527216050,60,RL,66.0,13682,Pave,NoFeature,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,Gd,Unf,0.0,Unf,0.0,1410.0,1410.0,GasA,5,Y,SBrkr,1426,1519,0,2945,0.0,0.0,3,1,3,1,4,10,Typ,1,4,BuiltIn,2006.0,Fin,3.0,641.0,3,3,Y,192,0,37,0,0,0,0,NoFeature,NoFeature,0,10,2006,New,Partial,438780,0,0,4355.0,3.5,1,1,1
2338,527226010,60,RL,64.0,14762,Pave,NoFeature,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,NoMasVnr,0.0,3,3,Slab,0,0,NoFeature,NoFeature,0.0,NoFeature,0.0,0.0,0.0,GasA,4,Y,SBrkr,1547,720,53,2320,0.0,0.0,2,0,2,1,3,7,Typ,1,3,Attchd,1979.0,Unf,2.0,672.0,3,3,P,120,144,0,0,0,0,0,NoFeature,NoFeature,0,5,2006,WD,Normal,169000,58,56,2267.0,2.0,1,0,1
2339,527250040,190,RL,100.0,34650,Pave,NoFeature,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,3,CBlock,3,3,Mn,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,3,N,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,1955.0,Fin,2.0,572.0,3,3,Y,264,0,0,0,0,0,0,NoFeature,NoFeature,0,1,2006,WD,Normal,145000,51,51,2112.0,2.0,1,1,0
2340,527252090,120,RL,60.0,8147,Pave,NoFeature,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,230.0,4,3,PConc,5,3,Gd,GLQ,1191.0,Unf,0.0,523.0,1714.0,GasA,5,Y,SBrkr,1714,0,0,1714,1.0,0.0,2,0,2,1,4,7,Typ,1,4,Attchd,2005.0,Fin,2.0,517.0,3,3,Y,156,55,0,0,0,0,0,NoFeature,NoFeature,0,8,2006,WD,Normal,318000,1,1,3428.0,3.0,1,1,1
2341,527254070,20,RL,69.0,11302,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,238.0,4,3,PConc,4,3,Gd,GLQ,1422.0,Unf,0.0,392.0,1814.0,GasA,5,Y,SBrkr,1826,0,0,1826,1.0,0.0,2,0,3,1,4,7,Typ,1,3,Attchd,2005.0,Fin,3.0,758.0,3,3,Y,180,75,0,0,120,0,0,NoFeature,NoFeature,0,8,2006,New,Partial,319000,1,0,3640.0,3.0,1,1,1
2342,527256120,20,RL,90.0,18261,Pave,NoFeature,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,420.0,5,3,PConc,5,3,Gd,GLQ,1416.0,Unf,0.0,494.0,1910.0,GasA,5,Y,SBrkr,2000,0,0,2000,1.0,0.0,2,1,3,1,5,8,Typ,2,4,Attchd,2005.0,Unf,3.0,722.0,3,3,Y,351,102,0,0,123,0,0,NoFeature,NoFeature,0,9,2006,WD,Normal,470000,1,1,3910.0,3.5,1,1,1
2343,527301010,20,RL,91.0,14145,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,4,3,CBlock,4,3,Mn,ALQ,213.0,Unf,0.0,995.0,1208.0,GasA,5,Y,SBrkr,1621,0,0,1621,1.0,0.0,2,0,3,1,4,8,Typ,0,0,Attchd,1984.0,RFn,2.0,440.0,3,3,Y,108,45,0,0,0,0,0,NoFeature,Shed,400,5,2006,WD,Normal,202500,22,8,2829.0,3.0,1,1,0
2344,527302080,50,RL,80.0,13837,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,4,4,PConc,4,4,No,GLQ,1002.0,LwQ,202.0,0.0,1204.0,GasA,4,Y,SBrkr,1377,806,0,2183,0.0,0.0,2,1,4,1,4,9,Typ,0,0,Attchd,1988.0,Unf,3.0,786.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,2,2006,WD,Normal,229000,18,18,3387.0,2.5,1,1,0
2345,527325160,60,RL,80.0,16659,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,3,3,CBlock,3,3,No,ALQ,795.0,Unf,0.0,0.0,795.0,GasA,2,Y,SBrkr,1468,795,0,2263,1.0,0.0,2,1,3,1,4,9,Typ,1,3,Attchd,1977.0,Fin,2.0,539.0,3,3,Y,0,250,0,0,0,0,0,NoFeature,NoFeature,0,3,2006,WD,Normal,235000,29,12,3058.0,3.5,1,1,1
2346,527327080,60,RL,80.0,18800,Pave,NoFeature,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,3,3,PConc,4,3,Mn,GLQ,712.0,Unf,0.0,84.0,796.0,GasA,3,Y,SBrkr,790,784,0,1574,1.0,0.0,2,1,3,1,3,6,Typ,1,3,Attchd,1976.0,Fin,2.0,566.0,3,3,Y,306,111,0,0,0,0,0,NoFeature,NoFeature,0,7,2006,WD,Normal,190000,30,30,2370.0,3.5,1,1,1
2347,527328010,85,RL,80.0,10464,Pave,NoFeature,IR1,Lvl,AllPub,FR3,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,6,1980,1980,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,3,3,CBlock,4,3,Av,GLQ,850.0,Unf,0.0,138.0,988.0,GasA,3,Y,SBrkr,1102,0,0,1102,1.0,0.0,1,0,2,1,3,5,Typ,1,3,Attchd,1980.0,RFn,2.0,582.0,3,3,Y,140,22,0,0,0,0,0,NoFeature,NoFeature,0,6,2006,WD,Normal,169000,26,26,2090.0,2.0,1,1,1
2348,527354040,20,RL,80.0,10400,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,3,3,CBlock,4,3,Av,GLQ,929.0,Unf,0.0,916.0,1845.0,GasA,4,Y,SBrkr,1872,0,0,1872,0.0,1.0,2,0,3,1,3,6,Typ,1,3,Attchd,1988.0,Fin,2.0,604.0,3,3,Y,197,39,0,0,0,0,0,NoFeature,NoFeature,0,6,2006,WD,Normal,241500,18,18,3717.0,2.5,1,1,1
2349,527355060,60,RL,81.0,10530,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,68.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,945.0,945.0,GasA,3,Y,SBrkr,945,912,0,1857,0.0,0.0,2,1,4,1,3,8,Typ,1,3,Attchd,1978.0,RFn,2.0,482.0,3,3,Y,400,105,0,0,0,0,0,GdPrv,NoFeature,0,7,2006,WD,Normal,188900,28,28,2802.0,2.5,1,1,1
2350,527355280,20,RL,79.0,10240,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,3,4,CBlock,4,3,No,BLQ,625.0,LwQ,1061.0,0.0,1686.0,GasA,3,Y,SBrkr,1686,0,0,1686,1.0,0.0,2,0,3,1,3,7,Typ,1,3,Attchd,1980.0,Unf,2.0,612.0,3,3,Y,384,131,0,0,0,0,0,NoFeature,NoFeature,0,5,2006,WD,Normal,207500,26,26,3372.0,3.0,1,1,1
2351,527356020,60,RL,80.0,16692,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184.0,3,3,CBlock,4,3,No,BLQ,790.0,LwQ,469.0,133.0,1392.0,GasA,3,Y,SBrkr,1392,1392,0,2784,1.0,0.0,3,1,5,1,4,12,Typ,2,3,Attchd,1978.0,RFn,2.0,564.0,3,3,Y,0,112,0,0,440,519,2,MnPrv,TenC,2000,7,2006,WD,Normal,250000,28,28,4176.0,4.5,1,1,1
2352,527356060,60,RL,85.0,11475,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,CBlock,4,3,No,ALQ,550.0,Unf,0.0,163.0,713.0,GasA,3,Y,SBrkr,811,741,0,1552,1.0,0.0,2,1,3,1,3,6,Typ,1,3,Attchd,1975.0,RFn,2.0,434.0,3,3,Y,209,208,0,0,0,0,0,MnPrv,NoFeature,0,2,2006,WD,Normal,179900,31,31,2265.0,3.5,1,1,1
2353,527358090,85,RL,80.0,9927,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,5,1976,1976,Gable,CompShg,VinylSd,Wd Shng,Stone,252.0,4,3,CBlock,5,3,Gd,GLQ,1005.0,Unf,0.0,42.0,1047.0,GasA,3,Y,SBrkr,1083,0,0,1083,1.0,0.0,1,0,2,1,3,5,Typ,1,2,Attchd,1976.0,RFn,2.0,596.0,3,3,Y,444,0,40,0,0,0,0,NoFeature,NoFeature,0,7,2006,WD,Normal,172000,30,30,2130.0,2.0,1,1,1
2354,527365010,60,FV,75.0,9512,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,4,3,No,ALQ,788.0,Unf,0.0,172.0,960.0,GasA,5,Y,SBrkr,960,1358,0,2318,1.0,0.0,2,1,3,1,4,8,Typ,1,5,BuiltIn,2005.0,Fin,2.0,541.0,3,3,Y,0,246,0,0,0,0,0,NoFeature,NoFeature,0,6,2006,New,Partial,294323,1,0,3278.0,3.5,1,1,1
2355,527375160,80,RL,81.0,10530,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1975,2000,Gable,CompShg,Plywood,Plywood,BrkFace,248.0,3,3,CBlock,3,2,No,ALQ,548.0,Unf,0.0,127.0,675.0,GasA,3,Y,SBrkr,1109,766,0,1875,0.0,0.0,3,0,3,1,4,8,Typ,1,3,Attchd,1975.0,RFn,2.0,485.0,3,3,Y,48,28,0,0,0,0,0,NoFeature,NoFeature,0,6,2006,WD,Normal,184500,31,6,2550.0,3.0,1,1,1
2356,527376090,20,RL,78.0,10140,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,3,3,CBlock,4,3,No,ALQ,788.0,Unf,0.0,268.0,1056.0,GasA,5,Y,SBrkr,1074,0,0,1074,1.0,0.0,1,1,3,1,3,6,Typ,0,0,Attchd,1975.0,RFn,2.0,495.0,3,3,Y,0,88,0,0,0,0,0,MnPrv,NoFeature,0,7,2006,WD,Normal,153500,31,31,2130.0,2.5,1,1,0
2357,527376110,60,RL,78.0,10140,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,3,3,PConc,4,3,No,GLQ,194.0,Unf,0.0,638.0,832.0,GasA,3,Y,SBrkr,832,832,0,1664,0.0,0.0,2,1,4,1,3,8,Typ,1,3,Attchd,1976.0,RFn,2.0,528.0,3,3,Y,0,28,0,0,259,0,0,GdWo,NoFeature,0,3,2006,WD,Normal,162900,30,30,2496.0,2.5,1,1,1
2358,527377030,20,RL,78.0,10140,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,CBlock,3,3,No,ALQ,663.0,LwQ,377.0,0.0,1040.0,GasA,2,Y,SBrkr,1309,0,0,1309,1.0,0.0,1,1,3,1,4,5,Typ,1,2,Attchd,1974.0,RFn,2.0,484.0,3,3,Y,265,0,0,0,0,648,2,GdPrv,NoFeature,0,1,2006,WD,Normal,181000,32,7,2349.0,2.5,1,1,1
2359,527378010,20,RL,80.0,10000,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Gable,CompShg,HdBoard,Plywood,BrkFace,176.0,3,3,CBlock,3,3,No,ALQ,755.0,Unf,0.0,348.0,1103.0,GasA,3,Y,SBrkr,1103,0,0,1103,0.0,0.0,2,0,3,1,3,6,Typ,0,0,Attchd,1974.0,Unf,2.0,462.0,3,3,Y,295,84,0,0,0,0,0,GdWo,NoFeature,0,6,2006,WD,Normal,155000,32,32,2206.0,2.0,1,1,0
2360,527402210,20,RL,73.0,15870,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,NoMasVnr,0.0,3,3,CBlock,3,3,Mn,BLQ,75.0,Rec,791.0,230.0,1096.0,GasA,5,Y,SBrkr,1096,0,0,1096,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1969.0,Fin,1.0,299.0,3,3,Y,240,32,0,0,0,0,0,NoFeature,NoFeature,0,3,2006,WD,Abnorml,138800,37,37,2192.0,2.0,1,1,0
2361,527402380,20,RL,71.0,9353,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,4,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,1972.0,Unf,1.0,280.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,Shed,0,7,2006,Oth,Abnorml,116050,36,36,1728.0,1.0,1,1,0
2362,527403120,20,RL,73.0,8125,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,3,3,CBlock,3,3,No,BLQ,614.0,Unf,0.0,244.0,858.0,GasA,3,Y,SBrkr,858,0,0,858,0.0,0.0,1,0,3,1,3,5,Typ,0,0,NoFeature,1971.0,NoFeature,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,6,2006,WD,Normal,88000,35,35,1716.0,1.0,0,1,0
